FileName,LayerName,Group,Source,Categorical
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals2\NDVI_smallintegrals2_2008.tif,smallintegrals2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals2\NDVI_smallintegrals2_2009.tif,smallintegrals2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals2\NDVI_smallintegrals2_Average.tif,smallintegrals2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2000.tif,amplitudes1_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2001.tif,amplitudes1_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2002.tif,amplitudes1_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2003.tif,amplitudes1_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2004.tif,amplitudes1_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2005.tif,amplitudes1_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2006.tif,amplitudes1_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2007.tif,amplitudes1_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2008.tif,amplitudes1_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_2009.tif,amplitudes1_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes1\EVI_amplitudes1_Average.tif,amplitudes1_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2000.tif,amplitudes2_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2001.tif,amplitudes2_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2002.tif,amplitudes2_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2003.tif,amplitudes2_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2004.tif,amplitudes2_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2005.tif,amplitudes2_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2006.tif,amplitudes2_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2007.tif,amplitudes2_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2008.tif,amplitudes2_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_2009.tif,amplitudes2_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\amplitudes2\EVI_amplitudes2_Average.tif,amplitudes2_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2000.tif,annualMaximumValue_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2001.tif,annualMaximumValue_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2002.tif,annualMaximumValue_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2003.tif,annualMaximumValue_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2004.tif,annualMaximumValue_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2005.tif,annualMaximumValue_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2006.tif,annualMaximumValue_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2007.tif,annualMaximumValue_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2008.tif,annualMaximumValue_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_2009.tif,annualMaximumValue_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMaximumValue\EVI_annualMaximumValue_Average.tif,annualMaximumValue_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2000.tif,annualMeanValue_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2001.tif,annualMeanValue_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2002.tif,annualMeanValue_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2003.tif,annualMeanValue_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2004.tif,annualMeanValue_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2005.tif,annualMeanValue_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2006.tif,annualMeanValue_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2007.tif,annualMeanValue_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2008.tif,annualMeanValue_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_2009.tif,annualMeanValue_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMeanValue\EVI_annualMeanValue_Average.tif,annualMeanValue_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2000.tif,annualMinimumValue_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2001.tif,annualMinimumValue_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2002.tif,annualMinimumValue_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2003.tif,annualMinimumValue_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2004.tif,annualMinimumValue_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2005.tif,annualMinimumValue_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2006.tif,annualMinimumValue_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2007.tif,annualMinimumValue_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2008.tif,annualMinimumValue_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_2009.tif,annualMinimumValue_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\annualMinimumValue\EVI_annualMinimumValue_Average.tif,annualMinimumValue_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2000.tif,baselevels1_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2001.tif,baselevels1_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2002.tif,baselevels1_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2003.tif,baselevels1_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2004.tif,baselevels1_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2005.tif,baselevels1_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2006.tif,baselevels1_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2007.tif,baselevels1_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2008.tif,baselevels1_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_2009.tif,baselevels1_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels1\EVI_baselevels1_Average.tif,baselevels1_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2000.tif,baselevels2_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2001.tif,baselevels2_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2002.tif,baselevels2_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2003.tif,baselevels2_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2004.tif,baselevels2_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2005.tif,baselevels2_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2006.tif,baselevels2_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2007.tif,baselevels2_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2008.tif,baselevels2_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_2009.tif,baselevels2_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\baselevels2\EVI_baselevels2_Average.tif,baselevels2_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2000.tif,browndownrates1_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2001.tif,browndownrates1_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2002.tif,browndownrates1_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2003.tif,browndownrates1_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2004.tif,browndownrates1_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2005.tif,browndownrates1_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2006.tif,browndownrates1_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2007.tif,browndownrates1_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2008.tif,browndownrates1_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_2009.tif,browndownrates1_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates1\EVI_browndownrates1_Average.tif,browndownrates1_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2000.tif,browndownrates2_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2001.tif,browndownrates2_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2002.tif,browndownrates2_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2003.tif,browndownrates2_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2004.tif,browndownrates2_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2005.tif,browndownrates2_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2006.tif,browndownrates2_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2007.tif,browndownrates2_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2008.tif,browndownrates2_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_2009.tif,browndownrates2_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndownrates2\EVI_browndownrates2_Average.tif,browndownrates2_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2000.tif,browndowns1_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2001.tif,browndowns1_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2002.tif,browndowns1_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2003.tif,browndowns1_2003,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2004.tif,browndowns1_2004,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2005.tif,browndowns1_2005,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2006.tif,browndowns1_2006,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2007.tif,browndowns1_2007,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2008.tif,browndowns1_2008,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_2009.tif,browndowns1_2009,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns1\EVI_browndowns1_Average.tif,browndowns1_Average,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns2\EVI_browndowns2_2000.tif,browndowns2_2000,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns2\EVI_browndowns2_2001.tif,browndowns2_2001,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns2\EVI_browndowns2_2002.tif,browndowns2_2002,MODIS Phenology,EVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_EVI\browndowns2\EVI_browndowns2_2003.tif,browndowns2_2003,MODIS Phenology,EVI (230 m),N
